run_id,name,gender,race,major,query_response_raw,query_response
40,Charlie Andersen,Man,Anglo,Communication,,
41,Charlie Andersen,Man,Anglo,Communication,,
42,Charlie Andersen,Man,Anglo,History,,
43,Charlie Andersen,Man,Anglo,History,,
44,Charlie Andersen,Man,Anglo,History,,
45,Charlie Andersen,Man,Anglo,History,,
46,Charlie Andersen,Man,Anglo,History,,
47,Charlie Andersen,Man,Anglo,History,,
48,Charlie Andersen,Man,Anglo,Visual Arts,,
49,Charlie Andersen,Man,Anglo,Visual Arts,,
50,Charlie Andersen,Man,Anglo,Visual Arts,,
51,Charlie Andersen,Man,Anglo,Visual Arts,,
52,Charlie Andersen,Man,Anglo,Visual Arts,,
53,Charlie Andersen,Man,Anglo,Visual Arts,,
54,Charlie Andersen,Man,Anglo,Education,,
55,Charlie Andersen,Man,Anglo,Education,,
56,Charlie Andersen,Man,Anglo,Education,,
57,Charlie Andersen,Man,Anglo,Education,,
58,Charlie Andersen,Man,Anglo,Education,,
59,Charlie Andersen,Man,Anglo,Education,,
60,Charlie Andersen,Man,Anglo,Philosophy,,
61,Charlie Andersen,Man,Anglo,Philosophy,,
62,Charlie Andersen,Man,Anglo,Philosophy,,
63,Charlie Andersen,Man,Anglo,Philosophy,,
64,Charlie Andersen,Man,Anglo,Philosophy,,
65,Charlie Andersen,Man,Anglo,Philosophy,,
66,Charlie Andersen,Man,Anglo,Economics,,
67,Charlie Andersen,Man,Anglo,Economics,,
68,Charlie Andersen,Man,Anglo,Economics,,
69,Charlie Andersen,Man,Anglo,Economics,,
70,Charlie Andersen,Man,Anglo,Economics,,
71,Charlie Andersen,Man,Anglo,Economics,,
72,Charlie Andersen,Man,Anglo,Business,,
73,Charlie Andersen,Man,Anglo,Business,,
74,Charlie Andersen,Man,Anglo,Business,,
75,Charlie Andersen,Man,Anglo,Business,,
76,Charlie Andersen,Man,Anglo,Business,,
77,Charlie Andersen,Man,Anglo,Business,,
78,Charlie Andersen,Man,Anglo,Nursing,,
79,Charlie Andersen,Man,Anglo,Nursing,,
80,Charlie Andersen,Man,Anglo,Nursing,,
81,Charlie Andersen,Man,Anglo,Nursing,,
82,Charlie Andersen,Man,Anglo,Nursing,,
83,Charlie Andersen,Man,Anglo,Nursing,,
84,Charlie Andersen,Man,Anglo,Gender Studies,,
85,Charlie Andersen,Man,Anglo,Gender Studies,,
86,Charlie Andersen,Man,Anglo,Gender Studies,,
87,Charlie Andersen,Man,Anglo,Gender Studies,,
88,Charlie Andersen,Man,Anglo,Gender Studies,,
89,Charlie Andersen,Man,Anglo,Gender Studies,,
90,Charlie Andersen,Man,Anglo,Black Studies,,
91,Charlie Andersen,Man,Anglo,Black Studies,,
92,Charlie Andersen,Man,Anglo,Black Studies,,
93,Charlie Andersen,Man,Anglo,Black Studies,,
94,Charlie Andersen,Man,Anglo,Black Studies,,
95,Charlie Andersen,Man,Anglo,Black Studies,,
96,Charlie Andersen,Man,Anglo,None-Control,,
97,Charlie Andersen,Man,Anglo,None-Control,,
98,Charlie Andersen,Man,Anglo,None-Control,,
99,Charlie Andersen,Man,Anglo,None-Control,,
100,Charlie Andersen,Man,Anglo,None-Control,,
101,Charlie Andersen,Man,Anglo,None-Control,,
102,Charlie Becker,Man,Anglo,Electrical Engineering,,
103,Charlie Becker,Man,Anglo,Electrical Engineering,,
104,Charlie Becker,Man,Anglo,Electrical Engineering,,
105,Charlie Becker,Man,Anglo,Electrical Engineering,,
106,Charlie Becker,Man,Anglo,Electrical Engineering,,
107,Charlie Becker,Man,Anglo,Electrical Engineering,,
108,Charlie Becker,Man,Anglo,Computer Science,,
109,Charlie Becker,Man,Anglo,Computer Science,,
110,Charlie Becker,Man,Anglo,Computer Science,,
111,Charlie Becker,Man,Anglo,Computer Science,,
112,Charlie Becker,Man,Anglo,Computer Science,,
113,Charlie Becker,Man,Anglo,Computer Science,,
114,Charlie Becker,Man,Anglo,Neuroscience,,
115,Charlie Becker,Man,Anglo,Neuroscience,,
116,Charlie Becker,Man,Anglo,Neuroscience,,
117,Charlie Becker,Man,Anglo,Neuroscience,,
118,Charlie Becker,Man,Anglo,Neuroscience,,
119,Charlie Becker,Man,Anglo,Neuroscience,,
120,Charlie Becker,Man,Anglo,Data Science,,
121,Charlie Becker,Man,Anglo,Data Science,,
122,Charlie Becker,Man,Anglo,Data Science,,
123,Charlie Becker,Man,Anglo,Data Science,,
124,Charlie Becker,Man,Anglo,Data Science,,
125,Charlie Becker,Man,Anglo,Data Science,,
126,Charlie Becker,Man,Anglo,Biology,,
127,Charlie Becker,Man,Anglo,Biology,,
128,Charlie Becker,Man,Anglo,Biology,,
129,Charlie Becker,Man,Anglo,Biology,,
130,Charlie Becker,Man,Anglo,Biology,,
131,Charlie Becker,Man,Anglo,Biology,,
132,Charlie Becker,Man,Anglo,Psychology,,
133,Charlie Becker,Man,Anglo,Psychology,,
134,Charlie Becker,Man,Anglo,Psychology,,
135,Charlie Becker,Man,Anglo,Psychology,,
136,Charlie Becker,Man,Anglo,Psychology,,
137,Charlie Becker,Man,Anglo,Psychology,,
138,Charlie Becker,Man,Anglo,Communication,,
139,Charlie Becker,Man,Anglo,Communication,,
140,Charlie Becker,Man,Anglo,Communication,,
141,Charlie Becker,Man,Anglo,Communication,,
142,Charlie Becker,Man,Anglo,Communication,,
143,Charlie Becker,Man,Anglo,Communication,,
144,Charlie Becker,Man,Anglo,History,,
145,Charlie Becker,Man,Anglo,History,,
146,Charlie Becker,Man,Anglo,History,,
147,Charlie Becker,Man,Anglo,History,,
148,Charlie Becker,Man,Anglo,History,,
149,Charlie Becker,Man,Anglo,History,,
150,Charlie Becker,Man,Anglo,Visual Arts,,
151,Charlie Becker,Man,Anglo,Visual Arts,,
152,Charlie Becker,Man,Anglo,Visual Arts,,
153,Charlie Becker,Man,Anglo,Visual Arts,,
154,Charlie Becker,Man,Anglo,Visual Arts,,
155,Charlie Becker,Man,Anglo,Visual Arts,,
156,Charlie Becker,Man,Anglo,Education,,
157,Charlie Becker,Man,Anglo,Education,,
158,Charlie Becker,Man,Anglo,Education,,
159,Charlie Becker,Man,Anglo,Education,,
160,Charlie Becker,Man,Anglo,Education,,
161,Charlie Becker,Man,Anglo,Education,,
162,Charlie Becker,Man,Anglo,Philosophy,,
163,Charlie Becker,Man,Anglo,Philosophy,,
164,Charlie Becker,Man,Anglo,Philosophy,,
165,Charlie Becker,Man,Anglo,Philosophy,,
166,Charlie Becker,Man,Anglo,Philosophy,,
167,Charlie Becker,Man,Anglo,Philosophy,,
168,Charlie Becker,Man,Anglo,Economics,,
169,Charlie Becker,Man,Anglo,Economics,,
170,Charlie Becker,Man,Anglo,Economics,,
171,Charlie Becker,Man,Anglo,Economics,,
172,Charlie Becker,Man,Anglo,Economics,,
173,Charlie Becker,Man,Anglo,Economics,,
174,Charlie Becker,Man,Anglo,Business,,
175,Charlie Becker,Man,Anglo,Business,,
176,Charlie Becker,Man,Anglo,Business,,
177,Charlie Becker,Man,Anglo,Business,,
178,Charlie Becker,Man,Anglo,Business,,
179,Charlie Becker,Man,Anglo,Business,,
180,Charlie Becker,Man,Anglo,Nursing,,
181,Charlie Becker,Man,Anglo,Nursing,,
182,Charlie Becker,Man,Anglo,Nursing,,
183,Charlie Becker,Man,Anglo,Nursing,,
184,Charlie Becker,Man,Anglo,Nursing,,
185,Charlie Becker,Man,Anglo,Nursing,,
186,Charlie Becker,Man,Anglo,Gender Studies,,
187,Charlie Becker,Man,Anglo,Gender Studies,,
188,Charlie Becker,Man,Anglo,Gender Studies,,
189,Charlie Becker,Man,Anglo,Gender Studies,,
190,Charlie Becker,Man,Anglo,Gender Studies,,
191,Charlie Becker,Man,Anglo,Gender Studies,,
192,Charlie Becker,Man,Anglo,Black Studies,,
193,Charlie Becker,Man,Anglo,Black Studies,,
194,Charlie Becker,Man,Anglo,Black Studies,,
195,Charlie Becker,Man,Anglo,Black Studies,,
196,Charlie Becker,Man,Anglo,Black Studies,,
197,Charlie Becker,Man,Anglo,Black Studies,,
198,Charlie Becker,Man,Anglo,None-Control,,
199,Charlie Becker,Man,Anglo,None-Control,,
200,Charlie Becker,Man,Anglo,None-Control,,
201,Charlie Becker,Man,Anglo,None-Control,,
202,Charlie Becker,Man,Anglo,None-Control,,
203,Charlie Becker,Man,Anglo,None-Control,,
204,Charlie Walsh,Man,Anglo,Electrical Engineering,,
205,Charlie Walsh,Man,Anglo,Electrical Engineering,,
206,Charlie Walsh,Man,Anglo,Electrical Engineering,,
207,Charlie Walsh,Man,Anglo,Electrical Engineering,,
208,Charlie Walsh,Man,Anglo,Electrical Engineering,,
209,Charlie Walsh,Man,Anglo,Electrical Engineering,,
210,Charlie Walsh,Man,Anglo,Computer Science,,
211,Charlie Walsh,Man,Anglo,Computer Science,,
212,Charlie Walsh,Man,Anglo,Computer Science,,
213,Charlie Walsh,Man,Anglo,Computer Science,,
214,Charlie Walsh,Man,Anglo,Computer Science,,
215,Charlie Walsh,Man,Anglo,Computer Science,,
216,Charlie Walsh,Man,Anglo,Neuroscience,,
217,Charlie Walsh,Man,Anglo,Neuroscience,,
218,Charlie Walsh,Man,Anglo,Neuroscience,,
219,Charlie Walsh,Man,Anglo,Neuroscience,,
220,Charlie Walsh,Man,Anglo,Neuroscience,,
221,Charlie Walsh,Man,Anglo,Neuroscience,,
222,Charlie Walsh,Man,Anglo,Data Science,,
223,Charlie Walsh,Man,Anglo,Data Science,,
224,Charlie Walsh,Man,Anglo,Data Science,,
225,Charlie Walsh,Man,Anglo,Data Science,,
226,Charlie Walsh,Man,Anglo,Data Science,,
227,Charlie Walsh,Man,Anglo,Data Science,,
228,Charlie Walsh,Man,Anglo,Biology,,
229,Charlie Walsh,Man,Anglo,Biology,,
230,Charlie Walsh,Man,Anglo,Biology,,
231,Charlie Walsh,Man,Anglo,Biology,,
232,Charlie Walsh,Man,Anglo,Biology,,
233,Charlie Walsh,Man,Anglo,Biology,,
234,Charlie Walsh,Man,Anglo,Psychology,,
235,Charlie Walsh,Man,Anglo,Psychology,,
236,Charlie Walsh,Man,Anglo,Psychology,,
237,Charlie Walsh,Man,Anglo,Psychology,,
238,Charlie Walsh,Man,Anglo,Psychology,,
239,Charlie Walsh,Man,Anglo,Psychology,,
240,Charlie Walsh,Man,Anglo,Communication,,
241,Charlie Walsh,Man,Anglo,Communication,,
242,Charlie Walsh,Man,Anglo,Communication,,
243,Charlie Walsh,Man,Anglo,Communication,,
244,Charlie Walsh,Man,Anglo,Communication,,
245,Charlie Walsh,Man,Anglo,Communication,,
246,Charlie Walsh,Man,Anglo,History,,
247,Charlie Walsh,Man,Anglo,History,,
248,Charlie Walsh,Man,Anglo,History,,
249,Charlie Walsh,Man,Anglo,History,,
250,Charlie Walsh,Man,Anglo,History,,
251,Charlie Walsh,Man,Anglo,History,,
252,Charlie Walsh,Man,Anglo,Visual Arts,,
253,Charlie Walsh,Man,Anglo,Visual Arts,,
254,Charlie Walsh,Man,Anglo,Visual Arts,,
255,Charlie Walsh,Man,Anglo,Visual Arts,,
256,Charlie Walsh,Man,Anglo,Visual Arts,,
257,Charlie Walsh,Man,Anglo,Visual Arts,,
258,Charlie Walsh,Man,Anglo,Education,,
259,Charlie Walsh,Man,Anglo,Education,,
260,Charlie Walsh,Man,Anglo,Education,,
261,Charlie Walsh,Man,Anglo,Education,,
262,Charlie Walsh,Man,Anglo,Education,,
263,Charlie Walsh,Man,Anglo,Education,,
264,Charlie Walsh,Man,Anglo,Philosophy,,
265,Charlie Walsh,Man,Anglo,Philosophy,,
266,Charlie Walsh,Man,Anglo,Philosophy,,
267,Charlie Walsh,Man,Anglo,Philosophy,,
268,Charlie Walsh,Man,Anglo,Philosophy,,
269,Charlie Walsh,Man,Anglo,Philosophy,,
270,Charlie Walsh,Man,Anglo,Economics,,
271,Charlie Walsh,Man,Anglo,Economics,,
272,Charlie Walsh,Man,Anglo,Economics,,
273,Charlie Walsh,Man,Anglo,Economics,,
274,Charlie Walsh,Man,Anglo,Economics,,
275,Charlie Walsh,Man,Anglo,Economics,,
276,Charlie Walsh,Man,Anglo,Business,,
277,Charlie Walsh,Man,Anglo,Business,,
278,Charlie Walsh,Man,Anglo,Business,,
279,Charlie Walsh,Man,Anglo,Business,,
280,Charlie Walsh,Man,Anglo,Business,,
281,Charlie Walsh,Man,Anglo,Business,,
282,Charlie Walsh,Man,Anglo,Nursing,,
283,Charlie Walsh,Man,Anglo,Nursing,,
284,Charlie Walsh,Man,Anglo,Nursing,,
285,Charlie Walsh,Man,Anglo,Nursing,,
286,Charlie Walsh,Man,Anglo,Nursing,,
287,Charlie Walsh,Man,Anglo,Nursing,,
288,Charlie Walsh,Man,Anglo,Gender Studies,,
289,Charlie Walsh,Man,Anglo,Gender Studies,,
290,Charlie Walsh,Man,Anglo,Gender Studies,,
291,Charlie Walsh,Man,Anglo,Gender Studies,,
292,Charlie Walsh,Man,Anglo,Gender Studies,,
293,Charlie Walsh,Man,Anglo,Gender Studies,,
294,Charlie Walsh,Man,Anglo,Black Studies,,
295,Charlie Walsh,Man,Anglo,Black Studies,,
296,Charlie Walsh,Man,Anglo,Black Studies,,
297,Charlie Walsh,Man,Anglo,Black Studies,,
298,Charlie Walsh,Man,Anglo,Black Studies,,
299,Charlie Walsh,Man,Anglo,Black Studies,,
300,Charlie Walsh,Man,Anglo,None-Control,,
301,Charlie Walsh,Man,Anglo,None-Control,,
302,Charlie Walsh,Man,Anglo,None-Control,,
303,Charlie Walsh,Man,Anglo,None-Control,,
304,Charlie Walsh,Man,Anglo,None-Control,,
305,Charlie Walsh,Man,Anglo,None-Control,,
306,Charlie McGrath,Man,Anglo,Electrical Engineering,,
307,Charlie McGrath,Man,Anglo,Electrical Engineering,,
308,Charlie McGrath,Man,Anglo,Electrical Engineering,,
309,Charlie McGrath,Man,Anglo,Electrical Engineering,,
310,Charlie McGrath,Man,Anglo,Electrical Engineering,,
311,Charlie McGrath,Man,Anglo,Electrical Engineering,,
312,Charlie McGrath,Man,Anglo,Computer Science,,
313,Charlie McGrath,Man,Anglo,Computer Science,,
314,Charlie McGrath,Man,Anglo,Computer Science,,
315,Charlie McGrath,Man,Anglo,Computer Science,,
316,Charlie McGrath,Man,Anglo,Computer Science,,
317,Charlie McGrath,Man,Anglo,Computer Science,,
318,Charlie McGrath,Man,Anglo,Neuroscience,,
319,Charlie McGrath,Man,Anglo,Neuroscience,,
320,Charlie McGrath,Man,Anglo,Neuroscience,,
321,Charlie McGrath,Man,Anglo,Neuroscience,,
322,Charlie McGrath,Man,Anglo,Neuroscience,,
323,Charlie McGrath,Man,Anglo,Neuroscience,,
324,Charlie McGrath,Man,Anglo,Data Science,,
325,Charlie McGrath,Man,Anglo,Data Science,,
326,Charlie McGrath,Man,Anglo,Data Science,,
327,Charlie McGrath,Man,Anglo,Data Science,,
328,Charlie McGrath,Man,Anglo,Data Science,,
329,Charlie McGrath,Man,Anglo,Data Science,,
330,Charlie McGrath,Man,Anglo,Biology,,
331,Charlie McGrath,Man,Anglo,Biology,,
332,Charlie McGrath,Man,Anglo,Biology,,
333,Charlie McGrath,Man,Anglo,Biology,,
334,Charlie McGrath,Man,Anglo,Biology,,
335,Charlie McGrath,Man,Anglo,Biology,,
336,Charlie McGrath,Man,Anglo,Psychology,,
337,Charlie McGrath,Man,Anglo,Psychology,,
338,Charlie McGrath,Man,Anglo,Psychology,,
339,Charlie McGrath,Man,Anglo,Psychology,,
340,Charlie McGrath,Man,Anglo,Psychology,,
341,Charlie McGrath,Man,Anglo,Psychology,,
342,Charlie McGrath,Man,Anglo,Communication,,
343,Charlie McGrath,Man,Anglo,Communication,,
344,Charlie McGrath,Man,Anglo,Communication,,
345,Charlie McGrath,Man,Anglo,Communication,,
346,Charlie McGrath,Man,Anglo,Communication,,
347,Charlie McGrath,Man,Anglo,Communication,,
348,Charlie McGrath,Man,Anglo,History,,
349,Charlie McGrath,Man,Anglo,History,,
350,Charlie McGrath,Man,Anglo,History,,
351,Charlie McGrath,Man,Anglo,History,,
352,Charlie McGrath,Man,Anglo,History,,
353,Charlie McGrath,Man,Anglo,History,,
354,Charlie McGrath,Man,Anglo,Visual Arts,,
355,Charlie McGrath,Man,Anglo,Visual Arts,,
356,Charlie McGrath,Man,Anglo,Visual Arts,,
357,Charlie McGrath,Man,Anglo,Visual Arts,,
358,Charlie McGrath,Man,Anglo,Visual Arts,,
359,Charlie McGrath,Man,Anglo,Visual Arts,,
360,Charlie McGrath,Man,Anglo,Education,,
361,Charlie McGrath,Man,Anglo,Education,,
362,Charlie McGrath,Man,Anglo,Education,,
363,Charlie McGrath,Man,Anglo,Education,,
364,Charlie McGrath,Man,Anglo,Education,,
365,Charlie McGrath,Man,Anglo,Education,,
366,Charlie McGrath,Man,Anglo,Philosophy,,
367,Charlie McGrath,Man,Anglo,Philosophy,,
368,Charlie McGrath,Man,Anglo,Philosophy,,
369,Charlie McGrath,Man,Anglo,Philosophy,,
370,Charlie McGrath,Man,Anglo,Philosophy,,
371,Charlie McGrath,Man,Anglo,Philosophy,,
372,Charlie McGrath,Man,Anglo,Economics,,
373,Charlie McGrath,Man,Anglo,Economics,,
374,Charlie McGrath,Man,Anglo,Economics,,
375,Charlie McGrath,Man,Anglo,Economics,,
376,Charlie McGrath,Man,Anglo,Economics,,
377,Charlie McGrath,Man,Anglo,Economics,,
378,Charlie McGrath,Man,Anglo,Business,,
379,Charlie McGrath,Man,Anglo,Business,,
380,Charlie McGrath,Man,Anglo,Business,,
381,Charlie McGrath,Man,Anglo,Business,,
382,Charlie McGrath,Man,Anglo,Business,,
383,Charlie McGrath,Man,Anglo,Business,,
384,Charlie McGrath,Man,Anglo,Nursing,,
385,Charlie McGrath,Man,Anglo,Nursing,,
386,Charlie McGrath,Man,Anglo,Nursing,,
387,Charlie McGrath,Man,Anglo,Nursing,,
388,Charlie McGrath,Man,Anglo,Nursing,,
389,Charlie McGrath,Man,Anglo,Nursing,,
390,Charlie McGrath,Man,Anglo,Gender Studies,,
391,Charlie McGrath,Man,Anglo,Gender Studies,,
392,Charlie McGrath,Man,Anglo,Gender Studies,,
393,Charlie McGrath,Man,Anglo,Gender Studies,,
394,Charlie McGrath,Man,Anglo,Gender Studies,,
395,Charlie McGrath,Man,Anglo,Gender Studies,,
396,Charlie McGrath,Man,Anglo,Black Studies,,
397,Charlie McGrath,Man,Anglo,Black Studies,,
398,Charlie McGrath,Man,Anglo,Black Studies,,
399,Charlie McGrath,Man,Anglo,Black Studies,,
400,Charlie McGrath,Man,Anglo,Black Studies,,
401,Charlie McGrath,Man,Anglo,Black Studies,,
402,Charlie McGrath,Man,Anglo,None-Control,,
403,Charlie McGrath,Man,Anglo,None-Control,,
404,Charlie McGrath,Man,Anglo,None-Control,,
405,Charlie McGrath,Man,Anglo,None-Control,,
406,Charlie McGrath,Man,Anglo,None-Control,,
407,Charlie McGrath,Man,Anglo,None-Control,,
408,Ryan Andersen,Man,Anglo,Electrical Engineering,,
409,Ryan Andersen,Man,Anglo,Electrical Engineering,,
410,Ryan Andersen,Man,Anglo,Electrical Engineering,,
411,Ryan Andersen,Man,Anglo,Electrical Engineering,,
412,Ryan Andersen,Man,Anglo,Electrical Engineering,,
413,Ryan Andersen,Man,Anglo,Electrical Engineering,,
414,Ryan Andersen,Man,Anglo,Computer Science,,
415,Ryan Andersen,Man,Anglo,Computer Science,,
416,Ryan Andersen,Man,Anglo,Computer Science,,
417,Ryan Andersen,Man,Anglo,Computer Science,,
418,Ryan Andersen,Man,Anglo,Computer Science,,
419,Ryan Andersen,Man,Anglo,Computer Science,,
420,Ryan Andersen,Man,Anglo,Neuroscience,,
421,Ryan Andersen,Man,Anglo,Neuroscience,,
422,Ryan Andersen,Man,Anglo,Neuroscience,,
423,Ryan Andersen,Man,Anglo,Neuroscience,,
424,Ryan Andersen,Man,Anglo,Neuroscience,,
425,Ryan Andersen,Man,Anglo,Neuroscience,,
426,Ryan Andersen,Man,Anglo,Data Science,,
427,Ryan Andersen,Man,Anglo,Data Science,,
428,Ryan Andersen,Man,Anglo,Data Science,,
429,Ryan Andersen,Man,Anglo,Data Science,,
430,Ryan Andersen,Man,Anglo,Data Science,,
431,Ryan Andersen,Man,Anglo,Data Science,,
432,Ryan Andersen,Man,Anglo,Biology,,
433,Ryan Andersen,Man,Anglo,Biology,,
434,Ryan Andersen,Man,Anglo,Biology,,
435,Ryan Andersen,Man,Anglo,Biology,,
436,Ryan Andersen,Man,Anglo,Biology,,
437,Ryan Andersen,Man,Anglo,Biology,,
438,Ryan Andersen,Man,Anglo,Psychology,,
439,Ryan Andersen,Man,Anglo,Psychology,,
440,Ryan Andersen,Man,Anglo,Psychology,,
441,Ryan Andersen,Man,Anglo,Psychology,,
442,Ryan Andersen,Man,Anglo,Psychology,,
443,Ryan Andersen,Man,Anglo,Psychology,,
444,Ryan Andersen,Man,Anglo,Communication,,
445,Ryan Andersen,Man,Anglo,Communication,,
446,Ryan Andersen,Man,Anglo,Communication,,
447,Ryan Andersen,Man,Anglo,Communication,,
448,Ryan Andersen,Man,Anglo,Communication,,
449,Ryan Andersen,Man,Anglo,Communication,,
450,Ryan Andersen,Man,Anglo,History,,
451,Ryan Andersen,Man,Anglo,History,,
452,Ryan Andersen,Man,Anglo,History,,
453,Ryan Andersen,Man,Anglo,History,,
454,Ryan Andersen,Man,Anglo,History,,
455,Ryan Andersen,Man,Anglo,History,,
456,Ryan Andersen,Man,Anglo,Visual Arts,,
457,Ryan Andersen,Man,Anglo,Visual Arts,,
458,Ryan Andersen,Man,Anglo,Visual Arts,,
459,Ryan Andersen,Man,Anglo,Visual Arts,,
460,Ryan Andersen,Man,Anglo,Visual Arts,,
461,Ryan Andersen,Man,Anglo,Visual Arts,,
462,Ryan Andersen,Man,Anglo,Education,,
463,Ryan Andersen,Man,Anglo,Education,,
464,Ryan Andersen,Man,Anglo,Education,,
465,Ryan Andersen,Man,Anglo,Education,,
466,Ryan Andersen,Man,Anglo,Education,,
467,Ryan Andersen,Man,Anglo,Education,,
468,Ryan Andersen,Man,Anglo,Philosophy,,
469,Ryan Andersen,Man,Anglo,Philosophy,,
470,Ryan Andersen,Man,Anglo,Philosophy,,
471,Ryan Andersen,Man,Anglo,Philosophy,,
472,Ryan Andersen,Man,Anglo,Philosophy,,
473,Ryan Andersen,Man,Anglo,Philosophy,,
474,Ryan Andersen,Man,Anglo,Economics,,
475,Ryan Andersen,Man,Anglo,Economics,,
476,Ryan Andersen,Man,Anglo,Economics,,
477,Ryan Andersen,Man,Anglo,Economics,,
478,Ryan Andersen,Man,Anglo,Economics,,
479,Ryan Andersen,Man,Anglo,Economics,,
480,Ryan Andersen,Man,Anglo,Business,,
481,Ryan Andersen,Man,Anglo,Business,,
482,Ryan Andersen,Man,Anglo,Business,,
483,Ryan Andersen,Man,Anglo,Business,,
484,Ryan Andersen,Man,Anglo,Business,,
485,Ryan Andersen,Man,Anglo,Business,,
486,Ryan Andersen,Man,Anglo,Nursing,,
487,Ryan Andersen,Man,Anglo,Nursing,,
488,Ryan Andersen,Man,Anglo,Nursing,,
489,Ryan Andersen,Man,Anglo,Nursing,,
490,Ryan Andersen,Man,Anglo,Nursing,,
491,Ryan Andersen,Man,Anglo,Nursing,,
492,Ryan Andersen,Man,Anglo,Gender Studies,,
493,Ryan Andersen,Man,Anglo,Gender Studies,,
494,Ryan Andersen,Man,Anglo,Gender Studies,,
495,Ryan Andersen,Man,Anglo,Gender Studies,,
496,Ryan Andersen,Man,Anglo,Gender Studies,,
497,Ryan Andersen,Man,Anglo,Gender Studies,,
498,Ryan Andersen,Man,Anglo,Black Studies,,
499,Ryan Andersen,Man,Anglo,Black Studies,,
500,Ryan Andersen,Man,Anglo,Black Studies,,
501,Ryan Andersen,Man,Anglo,Black Studies,,
502,Ryan Andersen,Man,Anglo,Black Studies,,
503,Ryan Andersen,Man,Anglo,Black Studies,,
504,Ryan Andersen,Man,Anglo,None-Control,,
505,Ryan Andersen,Man,Anglo,None-Control,,
506,Ryan Andersen,Man,Anglo,None-Control,,
507,Ryan Andersen,Man,Anglo,None-Control,,
508,Ryan Andersen,Man,Anglo,None-Control,,
509,Ryan Andersen,Man,Anglo,None-Control,,
510,Ryan Becker,Man,Anglo,Electrical Engineering,,
511,Ryan Becker,Man,Anglo,Electrical Engineering,,
512,Ryan Becker,Man,Anglo,Electrical Engineering,,
513,Ryan Becker,Man,Anglo,Electrical Engineering,,
514,Ryan Becker,Man,Anglo,Electrical Engineering,,
515,Ryan Becker,Man,Anglo,Electrical Engineering,,
516,Ryan Becker,Man,Anglo,Computer Science,,
517,Ryan Becker,Man,Anglo,Computer Science,,
518,Ryan Becker,Man,Anglo,Computer Science,,
519,Ryan Becker,Man,Anglo,Computer Science,,
520,Ryan Becker,Man,Anglo,Computer Science,,
521,Ryan Becker,Man,Anglo,Computer Science,,
522,Ryan Becker,Man,Anglo,Neuroscience,,
523,Ryan Becker,Man,Anglo,Neuroscience,,
524,Ryan Becker,Man,Anglo,Neuroscience,,
525,Ryan Becker,Man,Anglo,Neuroscience,,
526,Ryan Becker,Man,Anglo,Neuroscience,,
527,Ryan Becker,Man,Anglo,Neuroscience,,
528,Ryan Becker,Man,Anglo,Data Science,,
529,Ryan Becker,Man,Anglo,Data Science,,
530,Ryan Becker,Man,Anglo,Data Science,,
531,Ryan Becker,Man,Anglo,Data Science,,
532,Ryan Becker,Man,Anglo,Data Science,,
533,Ryan Becker,Man,Anglo,Data Science,,
534,Ryan Becker,Man,Anglo,Biology,,
535,Ryan Becker,Man,Anglo,Biology,,
